"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Zaid Abdul-Aziz","C",28,"HOU",65,0,1450,235,538,0.437,0,0,0,235,538,0.437,0.437,159,203,0.783,154,334,488,84,37,74,0,128,629,1975,17.1,0.501,0,0.377,11.8,25.8,18.8,8.2,1.2,2.8,0,0,1.9,1.8,3.7,0.124,0.8,-0.5,0.4,0.9
"2","Kareem Abdul-Jabbar*","C",27,"MIL",65,0,2747,812,1584,0.513,0,0,0,812,1584,0.513,0.513,325,426,0.763,194,718,912,264,65,212,0,205,1949,1975,26.4,0.55,0,0.269,7.6,26.4,17.3,16.7,1.1,4,0,0,8.1,4.8,12.9,0.225,5.8,1.8,7.6,6.7
"3","Don Adams","SF",27,"DET",51,0,1376,127,315,0.403,0,0,0,127,315,0.403,0.403,45,78,0.577,63,181,244,75,69,20,0,179,299,1975,8.4,0.428,0,0.248,5.1,14.3,9.7,7.3,2.4,0.8,0,0,-0.8,1.3,0.5,0.017,-3.4,0.7,-2.7,-0.2
"4","Rick Adelman","PG",28,"TOT",58,0,1074,123,291,0.423,0,0,0,123,291,0.423,0.423,73,103,0.709,25,70,95,112,70,8,0,101,319,1975,11.1,0.474,0,0.354,2.3,6.8,4.5,14.7,2.9,0.4,0,0,0.2,1.2,1.3,0.059,-2.7,1.4,-1.3,0.2
"5","Lucius Allen","PG",27,"TOT",66,0,2353,511,1170,0.437,0,0,0,511,1170,0.437,0.437,238,306,0.778,90,188,278,372,136,29,0,217,1260,1975,17.5,0.483,0,0.262,3.7,7.6,5.7,24.6,2.6,0.6,0,0,2,1.7,3.6,0.074,0.6,-0.2,0.4,1.4
"6","Dan Anderson","SG",24,"POR",43,0,453,47,105,0.448,0,0,0,47,105,0.448,0.448,26,30,0.867,8,21,29,81,16,1,0,44,120,1975,11.2,0.508,0,0.286,1.9,4.6,3.4,23.7,1.6,0.1,0,0,0.2,0.2,0.5,0.05,-1.6,-0.7,-2.3,0
"7","Tiny Archibald*","PG",26,"KCO",82,0,3244,759,1664,0.456,0,0,0,759,1664,0.456,0.456,652,748,0.872,48,174,222,557,119,7,0,187,2170,1975,21.7,0.544,0,0.45,1.5,5.6,3.5,29,1.7,0.1,0,0,9,2.2,11.2,0.165,3.6,-1.3,2.4,3.6
"8","Jim Ard","C",26,"BOS",59,0,719,89,266,0.335,0,0,0,89,266,0.335,0.335,48,65,0.738,59,140,199,40,13,32,0,96,226,1975,9.5,0.384,0,0.244,8.2,19.2,13.8,7.1,0.8,2.3,0,0,-0.8,1.1,0.4,0.025,-4.2,0.1,-4,-0.4
"9","Dennis Awtrey","C",26,"PHO",82,0,2837,339,722,0.47,0,0,0,339,722,0.47,0.47,132,195,0.677,242,462,704,342,60,52,0,227,810,1975,13.5,0.501,0,0.27,8.6,17,12.8,16.4,1,1,0,0,2.7,2.4,5.2,0.087,0.6,0.2,0.8,2
"10","Gus Bailey","SG",23,"HOU",47,0,446,51,126,0.405,0,0,0,51,126,0.405,0.405,20,41,0.488,23,59,82,59,17,16,0,52,122,1975,11.4,0.423,0,0.325,5.7,14.8,10.3,17.5,1.8,2,0,0,-0.3,0.4,0.2,0.017,-1.5,0.8,-0.8,0.1
"11","Mike Bantom","SF",23,"PHO",82,0,2239,418,907,0.461,0,0,0,418,907,0.461,0.461,185,259,0.714,211,342,553,159,62,47,0,273,1021,1975,15.5,0.5,0,0.286,9.5,15.9,12.7,10.6,1.3,1.1,0,0,2.5,2.1,4.5,0.097,0.1,-0.5,-0.5,0.9
"12","Jim Barnett","SG",30,"TOT",73,0,1776,285,652,0.437,0,0,0,285,652,0.437,0.437,199,238,0.836,60,119,179,176,47,16,0,160,769,1975,13.2,0.508,0,0.365,3.3,7,5.1,14.7,1.2,0.5,0,0,1.8,0.8,2.5,0.069,-0.6,-1,-1.6,0.2
"13","Rick Barry*","SF",30,"GSW",80,0,3235,1028,2217,0.464,0,0,0,1028,2217,0.464,0.464,394,436,0.904,92,364,456,492,228,33,0,225,2450,1975,23.5,0.509,0,0.197,2.8,11,6.9,24.5,3.1,0.5,0,0,8.9,3.7,12.7,0.188,4.5,0.4,4.9,5.7
"14","Butch Beard","PG",27,"GSW",82,0,2521,408,773,0.528,0,0,0,408,773,0.528,0.528,232,279,0.832,116,200,316,345,132,11,0,297,1048,1975,16.1,0.585,0,0.361,4.5,7.8,6.1,17.6,2.3,0.2,0,0,5.6,2,7.6,0.144,0.6,0.3,0.9,1.8
"15","Zelmo Beaty*","C",35,"LAL",69,0,1213,136,310,0.439,0,0,0,136,310,0.439,0.439,108,135,0.8,93,234,327,74,45,29,0,130,380,1975,12.8,0.514,0,0.435,7.4,18.3,12.9,8.2,1.7,1.2,0,0,1.1,1.2,2.3,0.091,-1.1,0.2,-0.9,0.3
"16","Ron Behagen","PF",24,"KCO",81,0,2205,333,834,0.399,0,0,0,333,834,0.399,0.399,199,264,0.754,146,446,592,153,60,42,0,301,865,1975,12.6,0.455,0,0.317,6.9,21,13.9,10.3,1.3,1,0,0,-0.5,2.8,2.2,0.049,-2.5,-0.3,-2.8,-0.5
"17","Dennis Bell","SF",23,"NYK",52,0,465,68,181,0.376,0,0,0,68,181,0.376,0.376,20,36,0.556,48,57,105,25,22,9,0,54,156,1975,11.2,0.396,0,0.199,10.6,13,11.8,7.6,2.2,1,0,0,-0.4,0.5,0.1,0.013,-2,-0.4,-2.4,0
"18","Walt Bellamy*","C",35,"NOJ",1,0,14,2,2,1,0,0,0,2,2,1,1,2,2,1,0,5,5,0,0,0,0,2,6,1975,16.4,1.042,0,1,0,37,17.9,0,0,0,0,0,0,0,0.1,0.222,-3.8,0.1,-3.7,0
"19","Leon Benbow","SG",24,"CHI",39,0,252,35,94,0.372,0,0,0,35,94,0.372,0.372,15,18,0.833,14,24,38,25,11,6,0,41,85,1975,10.8,0.417,0,0.191,5.9,10,7.9,15.1,2.1,1.3,0,0,-0.2,0.4,0.2,0.033,-3.5,0.6,-2.9,0
"20","Henry Bibby","PG",25,"TOT",75,0,1400,270,619,0.436,0,0,0,270,619,0.436,0.436,137,189,0.725,47,90,137,181,54,3,0,157,677,1975,14.6,0.482,0,0.305,3.4,6.8,5,19.8,1.7,0.1,0,0,0.7,0.8,1.5,0.052,-0.8,-1,-1.8,0.1
"21","Dave Bing*","PG",31,"DET",79,0,3222,578,1333,0.434,0,0,0,578,1333,0.434,0.434,343,424,0.809,86,200,286,610,116,26,0,222,1499,1975,17.1,0.493,0,0.318,3,6.8,4.9,28.9,1.7,0.4,0,0,4,1.3,5.3,0.08,1.2,-1.6,-0.4,1.3
