"","Player","Pos","Age","Tm","G","GS","MP","FG","FGA","FG%","3P","3PA","3P%","2P","2PA","2P%","eFG%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Yr","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP"
"1","Mahmoud Abdul-Rauf","PG",28,"SAC",31,0,530,103,273,0.377,5,31,0.161,98,242,0.405,0.386,16,16,1,6,31,37,58,16,1,19,31,227,1998,10.5,0.405,0.114,0.059,1.2,6.7,3.9,19.7,1.6,0.1,6.4,25.1,-0.5,0.2,-0.3,-0.025,-3.1,-1.5,-4.6,-0.4
"2","Tariq Abdul-Wahad","SG",23,"SAC",59,16,959,144,357,0.403,4,19,0.211,140,338,0.414,0.409,84,125,0.672,44,72,116,51,35,13,65,81,376,1998,10.1,0.456,0.053,0.35,5,8.6,6.7,8.9,1.9,0.9,13.6,22.1,-0.8,0.6,-0.2,-0.008,-3.6,-1.2,-4.8,-0.7
"3","Shareef Abdur-Rahim","SF",21,"VAN",82,82,2950,653,1347,0.485,21,51,0.412,632,1296,0.488,0.493,502,640,0.784,227,354,581,213,89,76,257,201,1829,1998,21.1,0.562,0.038,0.475,8.9,13.8,11.3,13.5,1.6,1.8,13.6,28.4,6.3,0.6,6.9,0.113,3.4,-1.8,1.6,2.6
"4","Cory Alexander","PG",24,"TOT",60,22,1298,171,400,0.428,66,176,0.375,105,224,0.469,0.51,80,102,0.784,17,129,146,209,70,11,112,98,488,1998,15.2,0.548,0.44,0.255,1.5,11.7,6.6,28.7,2.9,0.6,20.1,19.8,1,1.2,2.2,0.081,0.4,0,0.4,0.8
"5","Ray Allen*","SG",22,"MIL",82,82,3287,563,1315,0.428,134,368,0.364,429,947,0.453,0.479,342,391,0.875,127,278,405,356,111,12,263,244,1602,1998,16.2,0.539,0.28,0.297,4.7,10.4,7.5,19.3,1.8,0.3,15,24.3,4.7,2.3,7,0.102,1.9,-0.9,1,2.5
"6","Derek Anderson","SF",23,"CLE",66,13,1839,239,586,0.408,17,84,0.202,222,502,0.442,0.422,275,315,0.873,55,132,187,227,86,13,128,136,770,1998,15.3,0.531,0.143,0.538,3.7,8.7,6.2,21.3,2.5,0.5,15,21.4,2.6,2.8,5.3,0.139,0.3,1.4,1.7,1.7
"7","Greg Anderson","C",33,"ATL",50,0,398,36,81,0.444,0,5,0,36,76,0.474,0.444,16,41,0.39,39,79,118,15,19,10,17,85,88,1998,10.4,0.444,0.062,0.506,12,22.6,17.4,5.9,2.6,1.8,14.7,13.5,0,0.7,0.7,0.09,-4.3,0.9,-3.4,-0.1
"8","Kenny Anderson","PG",27,"TOT",61,56,1858,268,674,0.398,57,160,0.356,211,514,0.411,0.44,153,194,0.789,39,134,173,345,87,1,143,135,746,1998,14.8,0.491,0.237,0.288,2.5,8.4,5.4,31.4,2.5,0,15.8,21.8,1.7,2,3.7,0.096,0.3,0,0.3,1.1
"9","Nick Anderson","SF",30,"ORL",58,44,1701,343,754,0.455,77,214,0.36,266,540,0.493,0.506,127,199,0.638,98,199,297,119,72,23,85,98,890,1998,19.6,0.529,0.284,0.264,6.6,14.1,10.3,14.1,2.3,1,9.2,25,3.1,2.1,5.3,0.149,4,0.7,4.8,2.9
"10","Shandon Anderson","SG",24,"UTA",82,2,1602,269,500,0.538,7,32,0.219,262,468,0.56,0.545,136,185,0.735,86,141,227,89,66,18,91,145,681,1998,15.7,0.586,0.064,0.37,7.1,10.3,8.8,9.4,2.2,0.8,13.5,19.5,2.9,1.4,4.2,0.127,0.8,-0.1,0.7,1.1
"11","Chris Anstey","C",23,"DAL",41,8,680,92,231,0.398,3,16,0.188,89,215,0.414,0.405,53,74,0.716,53,104,157,35,31,27,41,95,240,1998,13.2,0.455,0.069,0.32,8.5,17.4,12.8,8.7,2.4,2.8,13.5,20.5,-0.2,0.9,0.6,0.044,-3.4,0.6,-2.8,-0.1
"12","Greg Anthony","PG",30,"SEA",80,0,1021,150,349,0.43,66,159,0.415,84,190,0.442,0.524,53,80,0.663,18,93,111,205,64,3,91,97,419,1998,16.8,0.545,0.456,0.229,2.1,10.7,6.5,32.1,3.4,0.2,19.1,21.6,1.4,1.3,2.7,0.127,1.8,0.8,2.5,1.2
