"","TOV.","predTOV."
"1",15.8344451850082,15.8344451850082
"2",13.3667793361758,13.3667793361758
"3",8.52827533171654,8.52827533171654
"4",18.5942602143268,18.5942602143268
"5",18.5534220148227,18.5534220148227
"6",41.7027417018146,41.7027417018146
"7",16.6974571707732,16.6974571707732
"8",20.687532172248,20.687532172248
"9",28.354015977307,28.354015977307
"10",16.3494645171491,16.3494645171491
"11",14.3411908341692,14.3411908341692
"12",15.4769485053104,15.4769485053104
"13",15.8662024962542,15.8662024962542
"14",9.95835167290659,9.95835167290659
"15",16.7092674404202,16.7092674404202
"16",18.0688383898055,18.0688383898055
"17",16.1011775126934,16.1011775126934
"18",23.2568806785726,23.2568806785726
"19",18.0704336260904,18.0704336260904
"20",16.8628837578831,16.8628837578831
"21",-2.83773082167214,-2.83773082167214
"22",16.6870580573572,16.6870580573572
"23",12.1574557059018,12.1574557059018
"24",30.2295563742566,30.2295563742566
"25",24.3982546299348,24.3982546299348
"26",17.3203781036704,17.3203781036704
"27",11.8988453954972,11.8988453954972
"28",18.4984813215185,18.4984813215185
"29",14.5338590885093,14.5338590885093
"30",14.1282105204077,14.1282105204077
"31",17.4409497693432,17.4409497693432
"32",19.284279531127,19.284279531127
"33",14.5300725838682,14.5300725838682
"34",18.2851395946696,18.2851395946696
"35",7.1502292045189,7.1502292045189
"36",17.8495055617041,17.8495055617041
"37",12.953094305364,12.953094305364
"38",18.9474833468772,18.9474833468772
"39",18.4711387007709,18.4711387007709
"40",23.0918053358275,23.0918053358275
"41",6.31330628839764,6.31330628839764
"42",16.526006801067,16.526006801067
"43",15.3315085403644,15.3315085403644
"44",13.7784935012196,13.7784935012196
"45",20.3726370098216,20.3726370098216
"46",12.6426481251788,12.6426481251788
"47",20.9441998733192,20.9441998733192
"48",17.7547244372191,17.7547244372191
"49",15.4768088988778,15.4768088988778
"50",17.893660193749,17.893660193749
"51",17.6423175314811,17.6423175314811
"52",15.1768679467841,15.1768679467841
"53",11.3506846194227,11.3506846194227
"54",13.0648225482741,13.0648225482741
"55",18.6356441913913,18.6356441913913
"56",16.9582118112948,16.9582118112948
"57",15.5741655377306,15.5741655377306
"58",-1.13633507876118,-1.13633507876118
"59",13.4793619286027,13.4793619286027
"60",14.0329810265082,14.0329810265082
"61",15.0105336446766,15.0105336446766
"62",11.9434521778771,11.9434521778771
"63",11.8107015784028,11.8107015784028
"64",14.704906565129,14.704906565129
"65",13.7651572998631,13.7651572998631
"66",27.508284316236,27.508284316236
"67",15.1246301641028,15.1246301641028
"68",14.1710625644144,14.1710625644144
"69",15.444928118022,15.444928118022
"70",15.6296909957018,15.6296909957018
"71",19.2559628393791,19.2559628393791
"72",30.4189976034097,30.4189976034097
"73",14.7753380308313,14.7753380308313
"74",19.2646261251955,19.2646261251955
"75",12.3468994248689,12.3468994248689
"76",33.308943753521,33.308943753521
"77",16.7327794860153,16.7327794860153
"78",11.5242152485378,11.5242152485378
"79",22.3138665465402,22.3138665465402
"80",10.5756227361425,10.5756227361425
"81",12.0879088864854,12.0879088864854
"82",21.1569517543578,21.1569517543578
"83",14.832791162409,14.832791162409
"84",16.141891481724,16.141891481724
"85",14.682309292655,14.682309292655
"86",27.6104604042182,27.6104604042182
"87",19.5774558262409,19.5774558262409
"88",21.4383391844846,21.4383391844846
"89",12.562853045988,12.562853045988
"90",22.8230925138136,22.8230925138136
"91",12.5320207323231,12.5320207323231
"92",15.5495976099873,15.5495976099873
"93",13.6170693058579,13.6170693058579
"94",21.4102856689195,21.4102856689195
"95",11.8854302944731,11.8854302944731
"96",13.9350597724641,13.9350597724641
"97",17.522684811484,17.522684811484
"98",20.5876968865844,20.5876968865844
"99",10.6742673197666,10.6742673197666
"100",17.5754940423164,17.5754940423164
"101",14.5039280534764,14.5039280534764
"102",15.4039290188043,15.4039290188043
"103",16.6120037268043,16.6120037268043
"104",13.3149929709713,13.3149929709713
"105",11.4605346624168,11.4605346624168
"106",17.4487126846921,17.4487126846921
"107",25.2348272259388,25.2348272259388
"108",18.0229176930645,18.0229176930645
"109",15.9272437846133,15.9272437846133
"110",12.3295796307776,12.3295796307776
"111",13.7472123268053,13.7472123268053
"112",12.9917306766867,12.9917306766867
"113",13.7947097232392,13.7947097232392
"114",21.696520891328,21.696520891328
"115",11.710335043299,11.710335043299
"116",13.6205264531354,13.6205264531354
"117",15.6685861359843,15.6685861359843
"118",17.8100704993412,17.8100704993412
"119",22.9327460422308,22.9327460422308
"120",17.3501901898741,17.3501901898741
"121",13.4915309445734,13.4915309445734
"122",15.1635521877784,15.1635521877784
"123",12.6793111998078,12.6793111998078
"124",25.1384325696141,25.1384325696141
"125",14.2638277367026,14.2638277367026
"126",24.5711633926214,24.5711633926214
"127",12.6593468375659,12.6593468375659
"128",11.0458836202284,11.0458836202284
"129",13.8712496371947,13.8712496371947
"130",17.6430309035666,17.6430309035666
"131",22.0121505238986,22.0121505238986
"132",15.9203706029559,15.9203706029559
"133",17.3431344950466,17.3431344950466
"134",11.2686424405229,11.2686424405229
"135",15.8622976288058,15.8622976288058
"136",13.9566784791149,13.9566784791149
"137",17.9799301000079,17.9799301000079
"138",22.7945819699995,22.7945819699995
"139",15.9696082524787,15.9696082524787
"140",22.5862750802858,22.5862750802858
"141",19.2658803762235,19.2658803762235
"142",15.2717340669369,15.2717340669369
"143",35.7648198429008,35.7648198429008
"144",23.4677960738399,23.4677960738399
"145",14.6401338478377,14.6401338478377
"146",13.5725348828881,13.5725348828881
"147",13.3468222705748,13.3468222705748
"148",15.9329139788459,15.9329139788459
"149",35.0606207012648,35.0606207012648
"150",20.7790607218682,20.7790607218682
"151",14.0474910540537,14.0474910540537
"152",16.1236365740638,16.1236365740638
"153",9.8344360627538,9.8344360627538
"154",21.4442830899384,21.4442830899384
"155",24.9570240959458,24.9570240959458
"156",15.1514458199858,15.1514458199858
"157",17.5147568673855,17.5147568673855
"158",14.4581611922189,14.4581611922189
"159",12.0393567907307,12.0393567907307
"160",26.1562612368774,26.1562612368774
"161",17.4821689458291,17.4821689458291
"162",16.2791514118384,16.2791514118384
"163",16.5167018653037,16.5167018653037
"164",14.799131734331,14.799131734331
"165",17.4500214804631,17.4500214804631
"166",14.826726928416,14.826726928416
"167",14.2486062747805,14.2486062747805
"168",21.8079697079482,21.8079697079482
"169",15.0085394929448,15.0085394929448
"170",15.598477716675,15.598477716675
"171",1.79765669382325,1.79765669382325
"172",22.2640079931659,22.2640079931659
"173",16.5127857378561,16.5127857378561
"174",17.0342415797635,17.0342415797635
"175",16.9464068104558,16.9464068104558
"176",14.814759696909,14.814759696909
"177",13.338788312318,13.338788312318
"178",13.1254355426389,13.1254355426389
"179",14.0218980403801,14.0218980403801
"180",16.6696368345045,16.6696368345045
"181",15.859531373139,15.859531373139
"182",16.5163970494466,16.5163970494466
"183",28.4616497446221,28.4616497446221
"184",20.4955809224238,20.4955809224238
"185",12.597373465806,12.597373465806
"186",24.466305752507,24.466305752507
"187",8.41084664743619,8.41084664743619
"188",12.1031500702244,12.1031500702244
"189",16.5477937707111,16.5477937707111
"190",13.5734352821111,13.5734352821111
"191",16.0938648255128,16.0938648255128
"192",18.662276035971,18.662276035971
"193",17.4218541495541,17.4218541495541
"194",19.0504169272587,19.0504169272587
"195",21.0903915630224,21.0903915630224
"196",16.8983335624268,16.8983335624268
"197",12.2955352352422,12.2955352352422
"198",16.4797301276238,16.4797301276238
"199",19.1712421522289,19.1712421522289
"200",16.4379552316581,16.4379552316581
"201",13.2804721548678,13.2804721548678
"202",12.9976506203014,12.9976506203014
"203",18.9290220475409,18.9290220475409
"204",23.1013384565664,23.1013384565664
"205",13.4847166668556,13.4847166668556
"206",6.45233254901718,6.45233254901718
"207",25.7717564580057,25.7717564580057
"208",19.0694167137331,19.0694167137331
"209",16.864605458294,16.864605458294
"210",20.0881098395693,20.0881098395693
"211",11.850786491294,11.850786491294
"212",9.54701587033557,9.54701587033557
"213",13.1122234111414,13.1122234111414
"214",17.9332489171275,17.9332489171275
"215",11.7999888539686,11.7999888539686
"216",17.6903196746205,17.6903196746205
"217",13.1205861758712,13.1205861758712
"218",17.2455488706091,17.2455488706091
"219",16.3947451557698,16.3947451557698
"220",19.6354639791734,19.6354639791734
"221",12.8116588398036,12.8116588398036
"222",8.17379604932081,8.17379604932081
"223",14.2817808254797,14.2817808254797
"224",34.8009435337929,34.8009435337929
"225",15.8802493670624,15.8802493670624
"226",17.582890330288,17.582890330288
"227",14.8857624715004,14.8857624715004
"228",17.1295801334226,17.1295801334226
"229",13.750218752297,13.750218752297
"230",18.989499047437,18.989499047437
"231",17.8023264852646,17.8023264852646
"232",18.6554219642193,18.6554219642193
"233",21.9035573325764,21.9035573325764
"234",17.0083906337124,17.0083906337124
"235",37.2730969181513,37.2730969181513
"236",21.3119662282922,21.3119662282922
"237",9.05601453088217,9.05601453088217
"238",13.4167089784767,13.4167089784767
"239",14.2223036237203,14.2223036237203
"240",11.8166371490792,11.8166371490792
"241",15.9362034272955,15.9362034272955
"242",-1.66730177546369,-1.66730177546369
"243",14.6399170942441,14.6399170942441
"244",21.6393526030871,21.6393526030871
"245",11.9665344919447,11.9665344919447
"246",11.3492565893462,11.3492565893462
"247",13.7470757566735,13.7470757566735
"248",14.3624778877395,14.3624778877395
"249",11.8172747053914,11.8172747053914
"250",11.0391895745127,11.0391895745127
"251",48.1290136690556,48.1290136690556
"252",5.36789169957857,5.36789169957857
"253",23.7264314830038,23.7264314830038
"254",23.1647942188141,23.1647942188141
"255",18.2029526713625,18.2029526713625
"256",26.1293216177477,26.1293216177477
"257",19.551258477425,19.551258477425
"258",24.3125540471836,24.3125540471836
"259",13.491287948016,13.491287948016
"260",17.365003693532,17.365003693532
"261",21.5048226988497,21.5048226988497
"262",14.6995711961534,14.6995711961534
"263",16.3732487930155,16.3732487930155
"264",21.9444574073926,21.9444574073926
"265",21.2927864400525,21.2927864400525
"266",18.8711026873024,18.8711026873024
"267",19.8394366596957,19.8394366596957
"268",10.9162798527202,10.9162798527202
"269",13.262470935764,13.262470935764
"270",13.8066890188185,13.8066890188185
"271",18.7968054835069,18.7968054835069
"272",17.3615509913435,17.3615509913435
"273",23.132442673648,23.132442673648
"274",13.5630163702926,13.5630163702926
"275",23.6861485534217,23.6861485534217
"276",11.5170011654269,11.5170011654269
"277",10.3449933551942,10.3449933551942
"278",23.5101312244843,23.5101312244843
"279",10.3902734315784,10.3902734315784
"280",11.9990362704363,11.9990362704363
"281",14.7265264755216,14.7265264755216
"282",12.4839736323118,12.4839736323118
"283",-0.867210373799936,-0.867210373799936
"284",27.1563715603843,27.1563715603843
"285",17.7591440297825,17.7591440297825
"286",15.1562505283928,15.1562505283928
"287",5.74453410296813,5.74453410296813
"288",19.1294020936319,19.1294020936319
"289",13.1680305093882,13.1680305093882
"290",19.6520955421743,19.6520955421743
"291",21.5505621104876,21.5505621104876
"292",21.1630667843474,21.1630667843474
"293",27.6802878886244,27.6802878886244
"294",16.2003712577182,16.2003712577182
"295",13.5095359002718,13.5095359002718
"296",14.1239957320111,14.1239957320111
"297",16.4077226284131,16.4077226284131
"298",18.7122434395228,18.7122434395228
"299",15.2495188882631,15.2495188882631
"300",22.0149765613829,22.0149765613829
"301",28.4250557294219,28.4250557294219
"302",14.3085424440132,14.3085424440132
"303",14.7496868377715,14.7496868377715
"304",2.1064747443808,2.1064747443808
"305",16.1578761860295,16.1578761860295
"306",15.5620404002959,15.5620404002959
"307",10.8928755585429,10.8928755585429
"308",18.5700971613037,18.5700971613037
